,id,label
173,562,0
174,566,1
175,572,1
176,573,0
177,582,1
178,586,1
179,587,0
180,590,1
181,591,1
182,593,1
183,595,1
184,596,1
185,597,1
186,601,0
187,602,0
188,605,1
189,610,1
190,616,0
191,618,1
192,620,1
193,626,0
194,627,0
195,629,0
196,632,1
197,634,0
198,639,1
199,645,1
200,647,1
201,648,0
202,650,0
203,663,0
204,666,0
205,668,0
206,670,0
207,673,1
208,676,1
209,678,1
210,692,0
211,693,0
212,694,0
213,695,0
214,696,1
215,698,1
216,701,0
217,703,1
218,707,1
219,708,1
220,711,1
221,715,1
222,718,1
223,722,0
224,723,0
225,733,1
226,741,0
227,742,1
228,743,0
229,747,1
230,749,0
231,750,0
232,756,1
233,757,0
234,760,0
235,764,0
236,765,0
237,766,1
238,768,1
239,769,0
240,771,0
241,772,0
242,776,0
243,778,1
244,780,1
245,785,0
246,789,0
247,792,1
248,793,1
249,811,1
250,813,0
251,816,0
252,821,0
253,824,0
254,825,1
255,827,0
256,830,1
257,831,1
258,839,1
259,844,0
260,847,1
261,850,1
262,854,1
263,855,1
264,858,0
265,861,1
266,862,0
267,865,1
268,869,1
269,879,1
270,880,1
271,887,1
272,889,1
273,897,0
274,900,1
275,901,0
276,904,0
277,908,0
278,909,1
279,910,1
280,913,1
281,914,1
282,917,0
283,918,1
284,920,0
285,922,1
286,924,0
287,925,1
288,927,0
289,933,0
290,937,0
291,943,0
292,949,0
293,950,1
294,954,1
295,966,0
296,967,1
297,969,0
298,970,1
299,973,0
300,975,0
301,980,0
302,988,0
303,989,0
304,995,0
305,1000,0
306,1003,0
307,1007,0
308,1011,0
309,1012,0
310,1013,1
311,1014,0
312,1016,1
313,1019,0
314,1025,0
315,1027,0
316,1028,1
317,1030,0
318,1033,1
319,1034,0
320,1039,0
321,1046,0
322,1047,1
323,1053,0
324,1055,0
325,1056,0
326,1059,1
327,1060,0
328,1063,1
329,1064,0
330,1068,0
331,1076,0
332,1086,0
333,1087,0
334,1089,0
335,1092,0
336,1095,0
337,1096,0
338,1097,0
339,1100,0
340,1101,0
341,1107,0
342,1108,0
343,1111,0
344,1115,0
345,1116,1
346,1121,0
347,1125,0
348,1127,0
349,1131,0
350,1133,0
351,1135,1
352,1137,1
353,1140,0
354,1144,0
355,1147,1
356,1148,0
357,1150,0
358,1158,1
359,1159,0
360,1161,0
361,1163,0
362,1165,0
363,1169,1
364,1171,1
365,1172,0
366,1176,0
367,1180,0
368,1184,0
369,1186,0
370,1187,0
371,1192,0
372,1193,0
373,1194,1
374,1197,0
375,1200,0
376,1205,0
377,1210,0
378,1216,0
379,1220,0
380,1231,0
381,1233,0
382,1246,0
383,1247,0
384,1248,0
385,1255,0
386,1256,0
387,1257,0
388,1258,0
389,1260,0
390,1261,0
391,1265,0
392,1266,1
393,1268,0
394,1274,0
395,1281,0
396,1285,0
397,1286,0
398,1291,0
399,1292,0
400,1295,0
401,1299,0
402,1306,0
403,1310,0
404,1311,0
405,1313,0
406,1314,0
407,1322,0
408,1323,0
409,1325,0
410,1329,0
411,1330,0
412,1333,0
413,1336,0
414,1339,0
415,1342,0
416,1344,0
417,1355,1
418,1357,0
419,1358,0
420,1359,0
421,1364,0
422,1366,0
423,1367,0
424,1370,0
425,1373,0
426,1377,1
427,1386,0
428,1387,0
429,1392,0
430,1397,0
431,1398,1
432,1400,0
433,1403,0
434,1404,0
435,1410,0
436,1413,1
437,1416,0
438,1417,0
439,1423,0
440,1424,0
441,1426,0
442,1427,0
443,1428,0
444,1430,0
445,1434,0
446,1435,1
447,1437,0
448,1438,0
449,1442,0
450,1446,0
451,1451,0
452,1457,0
453,1461,0
454,1462,0
455,1465,0
456,1468,0
457,1469,0
458,1471,0
459,1476,0
460,1478,0
461,1481,0
462,1489,0
463,1490,0
464,1492,1
465,1496,0
466,1512,1
467,1516,0
468,1517,0
469,1528,1
470,1529,1
471,1536,1
472,1539,0
473,1541,0
474,1542,0
475,1548,1
476,1550,1
477,1551,0
478,1552,1
479,1557,1
480,1563,1
481,1564,0
482,1565,0
483,1566,1
484,1571,0
485,1578,0
486,1581,0
487,1583,0
488,1584,0
489,1586,1
490,1589,1
491,1592,1
492,1598,1
493,1606,0
494,1612,0
495,1616,0
496,1620,1
497,1624,0
498,1629,1
499,1630,1
500,1635,1
501,1640,1
502,1641,1
503,1642,1
504,1651,1
505,1655,1
506,1656,1
507,1659,1
508,1664,1
509,1667,1
510,1668,1
511,1674,1
512,1678,0
513,1680,1
514,1681,1
515,1682,1
516,1685,0
517,1695,1
518,1696,1
519,1697,0
520,1704,1
521,1708,1
522,1711,1
523,1713,0
524,1714,0
525,1717,1
526,1729,0
527,1730,0
528,1732,1
529,1734,1
530,1736,0
531,1738,1
532,1742,0
533,1743,1
534,1746,0
535,1748,1
536,1749,1
537,1751,0
538,1758,0
539,1764,1
540,1765,1
541,1777,0
542,1778,0
543,1781,1
544,1782,0
545,1783,1
546,1785,0
547,1788,1
548,1793,1
549,1794,1
550,1795,1
551,1797,1
552,1800,1
553,1801,1
554,1805,1
555,1806,1
556,1819,1
557,1820,1
558,1825,1
559,1828,0
560,1829,1
561,1830,1
562,1839,1
563,1843,0
564,1844,0
565,1846,0
566,1849,0
567,1850,0
568,1854,0
569,1855,0
570,1858,0
571,1859,0
572,1862,0
573,1867,0
574,1868,0
575,1871,1
576,1872,0
577,1874,1
578,1876,0
579,1879,1
580,1884,1
581,1891,1
582,1894,0
583,1896,1
584,1902,0
585,1903,0
586,1904,0
587,1906,1
588,1907,1
589,1912,0
590,1913,0
591,1923,1
592,1926,0
593,1928,1
594,1930,1
595,1931,1
596,1934,0
597,1936,0
598,1944,1
599,1946,0
600,1947,1
601,1958,1
602,1964,0
603,1970,0
604,1974,1
605,1977,1
606,1978,1
607,1982,1
608,1984,1
609,1988,1
610,1993,1
611,1997,1
612,1998,1
613,2002,0
614,2004,1
615,2005,1
616,2008,1
617,2011,0
618,2013,0
619,2018,1
620,2021,1
621,2025,0
622,2029,1
623,2030,1
624,2032,0
625,2037,1
626,2041,0
627,2044,1
628,2048,1
629,2052,0
630,2053,1
631,2054,1
632,2062,0
633,2065,1
634,2066,0
635,2072,1
636,2079,0
637,2080,0
638,2085,0
639,2088,1
640,2090,0
641,2092,0
642,2093,0
643,2101,0
644,2104,0
645,2105,0
646,2106,0
647,2107,0
648,2120,0
649,2124,0
650,2127,0
651,2130,0
652,2132,0
653,2135,0
654,2137,0
655,2140,0
656,2143,0
657,2147,0
658,2151,0
659,2152,0
660,2155,1
661,2156,0
662,2162,0
663,2165,0
664,2166,1
665,2167,0
666,2168,0
667,2170,0
668,2178,1
669,2180,0
670,2182,1
671,2184,0
672,2185,0
673,2187,0
674,2196,1
675,2197,1
676,2199,0
677,2200,0
678,2201,1
679,2202,1
680,2206,0
681,2208,0
682,2218,0
683,2223,1
684,2224,1
685,2226,0
686,2228,1
687,2232,1
688,2234,1
689,2243,1
690,2247,1
691,2249,1
692,2252,1
693,2253,1
694,2259,0
695,2261,0
696,2264,0
697,2268,0
698,2269,0
699,2270,0
700,2276,1
701,2283,0
702,2287,1
703,2290,0
704,2291,0
705,2293,0
706,2295,0
707,2302,0
708,2305,0
709,2310,0
710,2313,1
711,2316,1
712,2320,1
713,2322,0
714,2323,1
715,2326,0
716,2328,1
717,2331,0
718,2335,1
719,2338,1
720,2343,1
721,2344,1
722,2345,0
723,2353,0
724,2355,0
725,2357,0
726,2360,1
727,2365,1
728,2369,1
729,2371,1
730,2378,0
731,2380,1
732,2381,0
733,2383,1
734,2384,0
735,2392,1
736,2393,1
737,2401,1
738,2403,0
739,2404,1
740,2405,0
741,2407,0
742,2411,0
743,2424,0
744,2426,0
745,2431,0
746,2433,0
747,2434,0
748,2436,0
749,2439,0
750,2444,1
751,2447,0
752,2448,1
753,2449,0
754,2450,0
755,2461,1
756,2469,0
757,2472,0
758,2473,0
759,2474,0
760,2477,0
761,2481,1
762,2484,0
763,2495,0
764,2503,0
765,2509,1
766,2511,1
767,2518,1
768,2522,1
769,2525,1
770,2526,1
771,2529,1
772,2533,1
773,2549,0
774,2551,0
775,2558,1
776,2562,1
777,2563,1
778,2567,0
779,2574,1
780,2577,0
781,2578,0
782,2580,0
783,2581,0
784,2583,1
785,2584,0
786,2586,1
787,2589,1
788,2595,0
789,2596,0
790,2600,1
791,2601,0
792,2607,0
793,2610,0
794,2613,0
795,2615,0
796,2618,1
797,2620,0
798,2623,1
799,2626,0
800,2630,1
801,2634,1
802,2636,1
803,2638,1
804,2639,1
805,2646,1
806,2650,1
807,2652,1
808,2653,0
809,2654,0
810,2662,0
811,2665,0
812,2669,0
813,2674,0
814,2678,0
815,2681,0
816,2685,0
817,2686,0
818,2690,0
819,2697,0
820,2699,1
821,2704,0
822,2705,0
823,2710,0
824,2712,0
825,2713,0
826,2716,0
827,2717,0
828,2718,0
829,2721,0
830,2722,0
831,2735,0
832,2737,0
833,2738,0
834,2742,0
835,2745,0
836,2746,1
837,2747,0
838,2750,0
839,2751,1
840,2754,1
841,2762,0
842,2764,0
843,2772,0
844,2775,1
845,2776,0
846,2779,1
847,2781,0
848,2789,0
849,2790,0
850,2791,0
851,2798,0
852,2800,0
853,2804,0
854,2805,0
855,2806,0
856,2809,1
857,2810,1
858,2812,0
859,2814,1
860,2816,1
861,2818,1
862,2823,0
863,2824,1
864,2834,1
865,2837,1
866,2840,0
867,2845,1
868,2847,1
869,2848,0
870,2850,0
871,2859,0
872,2862,0
873,2868,1
874,2874,0
875,2876,0
876,2892,0
877,2894,1
878,2897,0
879,2901,0
880,2903,0
881,2904,0
882,2906,0
883,2914,0
884,2918,0
885,2919,1
886,2923,1
887,2926,0
888,2928,0
889,2930,0
890,2938,0
891,2940,0
892,2949,0
893,2951,1
894,2958,0
895,2961,0
896,2962,1
897,2964,0
898,2966,0
899,2967,0
900,2968,0
901,2972,0
902,2977,0
903,2978,0
904,2979,0
905,2981,0
906,2985,0
907,2986,0
908,2989,1
909,2994,0
910,2996,1
911,2997,0
912,2999,0
913,3002,0
914,3007,1
915,3008,0
916,3017,0
917,3020,0
918,3024,0
919,3028,1
920,3031,0
921,3032,1
922,3033,0
923,3035,0
924,3040,1
925,3041,0
926,3046,0
927,3050,0
928,3063,0
929,3065,1
930,3067,0
931,3069,1
932,3076,0
933,3078,0
934,3081,0
935,3087,1
936,3088,1
937,3094,1
938,3096,1
939,3098,1
940,3103,1
941,3110,1
942,3113,1
943,3121,1
944,3127,1
945,3128,1
946,3129,1
947,3135,1
948,3143,1
949,3146,1
950,3148,1
951,3149,1
952,3151,1
953,3156,0
954,3160,0
955,3164,0
956,3169,0
957,3178,0
958,3187,0
959,3194,0
960,3202,0
961,3203,0
962,3204,0
963,3206,1
964,3207,0
965,3208,0
966,3209,1
967,3213,0
968,3214,0
969,3215,0
970,3220,0
971,3223,0
972,3224,0
973,3226,0
974,3228,0
975,3230,0
976,3232,0
977,3233,0
978,3234,0
979,3238,0
980,3246,0
981,3247,1
982,3250,0
983,3251,0
984,3254,0
985,3257,1
986,3258,1
987,3261,0
988,3267,0
989,3268,0
990,3269,0
991,3271,0
992,3272,0
993,3273,0
994,3279,0
995,3290,0
996,3291,0
997,3293,0
998,3294,1
999,3298,0
1000,3305,1
1001,3306,0
1002,3307,0
1003,3310,1
1004,3313,0
1005,3314,0
1006,3315,0
1007,3316,0
1008,3321,1
1009,3325,0
1010,3326,0
1011,3327,0
1012,3330,1
1013,3331,1
1014,3332,0
1015,3333,0
1016,3343,0
1017,3344,0
1018,3348,0
1019,3349,0
1020,3350,0
1021,3352,0
1022,3353,1
1023,3354,0
1024,3358,1
1025,3360,1
1026,3366,0
1027,3371,0
1028,3374,1
1029,3375,0
1030,3378,1
1031,3382,0
1032,3384,1
1033,3385,0
1034,3386,0
1035,3392,1
1036,3399,0
1037,3407,0
1038,3409,1
1039,3416,1
1040,3420,0
1041,3422,1
1042,3424,0
1043,3426,1
1044,3427,0
1045,3434,0
1046,3438,0
1047,3441,0
1048,3442,1
1049,3443,0
1050,3444,0
1051,3449,0
1052,3453,1
1053,3454,0
1054,3456,1
1055,3457,1
1056,3458,1
1057,3461,1
1058,3467,1
1059,3479,0
1060,3488,1
1061,3491,1
1062,3496,1
1063,3502,0
1064,3507,1
1065,3511,1
1066,3515,1
1067,3516,1
1068,3538,1
1069,3539,1
1070,3541,1
1071,3545,1
1072,3546,1
1073,3547,1
1074,3551,1
1075,3553,0
1076,3556,0
1077,3558,0
1078,3559,0
1079,3561,0
1080,3562,0
1081,3563,0
1082,3564,0
1083,3571,0
1084,3574,0
1085,3576,0
1086,3577,1
1087,3579,1
1088,3580,0
1089,3586,0
1090,3590,0
1091,3599,0
1092,3600,1
1093,3601,0
1094,3605,0
1095,3606,0
1096,3612,0
1097,3614,0
1098,3615,0
1099,3616,1
1100,3620,1
1101,3622,0
1102,3624,0
1103,3630,0
1104,3644,0
1105,3649,0
1106,3651,0
1107,3654,0
1108,3665,0
1109,3668,0
1110,3671,0
1111,3672,0
1112,3673,0
1113,3677,0
1114,3678,0
1115,3687,0
1116,3688,0
1117,3693,0
1118,3698,1
1119,3699,1
1120,3701,1
1121,3703,1
1122,3706,0
1123,3707,0
1124,3709,1
1125,3711,1
1126,3714,0
1127,3716,0
1128,3720,1
1129,3728,1
1130,3731,0
1131,3732,0
1132,3733,1
1133,3734,1
1134,3740,0
1135,3746,0
1136,3749,0
1137,3751,0
1138,3755,0
1139,3757,0
1140,3762,1
1141,3767,0
1142,3769,0
1143,3779,0
1144,3781,0
1145,3782,0
1146,3783,1
1147,3784,1
1148,3790,0
1149,3791,1
1150,3792,1
1151,3794,0
1152,3799,0
1153,3801,0
1154,3804,0
1155,3808,1
1156,3809,0
1157,3811,0
1158,3813,0
1159,3817,0
1160,3818,0
1161,3823,0
1162,3843,0
1163,3844,0
1164,3846,0
1165,3847,0
1166,3852,0
1167,3854,0
1168,3856,0
1169,3863,1
1170,3865,0
1171,3867,0
1172,3871,1
1173,3872,0
1174,3878,1
1175,3880,1
1176,3881,0
1177,3882,1
1178,3883,0
1179,3884,1
1180,3885,1
1181,3886,0
1182,3890,0
1183,3891,0
1184,3898,1
1185,3902,0
1186,3909,0
1187,3910,1
1188,3912,0
1189,3915,1
1190,3918,0
1191,3920,1
1192,3925,0
1193,3928,0
1194,3929,0
1195,3930,1
1196,3931,0
1197,3934,0
1198,3939,0
1199,3941,0
1200,3942,0
1201,3943,0
1202,3946,0
1203,3963,0
1204,3965,0
1205,3966,0
1206,3971,1
1207,3972,1
1208,3974,1
1209,3976,1
1210,3978,1
1211,3981,1
1212,3985,0
1213,3986,0
1214,3987,1
1215,3988,1
1216,3991,1
1217,3999,1
1218,4001,0
1219,4002,0
1220,4004,0
1221,4007,0
1222,4009,0
1223,4013,0
1224,4015,0
1225,4016,0
1226,4023,0
1227,4031,1
1228,4035,0
1229,4036,0
1230,4037,0
1231,4040,1
1232,4048,1
1233,4053,1
1234,4056,1
1235,4059,0
1236,4066,1
1237,4067,1
1238,4069,0
1239,4070,0
1240,4071,0
1241,4073,1
1242,4074,0
1243,4075,1
1244,4082,1
1245,4090,0
1246,4099,1
1247,4102,0
1248,4106,0
1249,4109,1
1250,4110,1
1251,4115,0
1252,4118,1
1253,4120,1
1254,4125,1
1255,4126,1
1256,4130,1
1257,4134,1
1258,4136,0
1259,4137,1
1260,4144,0
1261,4148,0
1262,4151,0
1263,4155,0
1264,4162,0
1265,4165,0
1266,4169,0
1267,4174,0
1268,4179,0
1269,4185,0
1270,4186,0
1271,4187,0
1272,4188,0
1273,4190,0
1274,4192,1
1275,4193,1
1276,4194,0
1277,4195,0
1278,4196,0
1279,4207,1
1280,4208,1
1281,4215,1
1282,4217,1
1283,4222,0
1284,4223,1
1285,4226,0
1286,4228,0
1287,4229,0
1288,4231,1
1289,4234,0
1290,4236,1
1291,4249,1
1292,4254,0
1293,4258,1
1294,4259,1
1295,4263,1
1296,4267,0
1297,4277,1
1298,4278,0
1299,4280,0
1300,4283,0
1301,4285,1
1302,4286,1
1303,4287,0
1304,4290,1
1305,4291,1
1306,4294,1
1307,4302,1
1308,4308,1
1309,4310,0
1310,4311,0
1311,4315,1
1312,4316,0
1313,4319,0
1314,4331,1
1315,4338,0
1316,4339,1
1317,4340,1
1318,4344,0
1319,4346,1
1320,4347,1
1321,4360,1
1322,4364,1
1323,4367,0
1324,4369,1
1325,4370,0
1326,4371,1
1327,4380,1
1328,4386,1
1329,4389,1
1330,4390,1
1331,4394,1
1332,4399,0
1333,4400,0
1334,4404,0
1335,4409,0
1336,4414,0
1337,4417,0
1338,4418,0
1339,4419,0
1340,4420,1
1341,4422,0
1342,4429,0
1343,4431,1
1344,4433,0
1345,4434,0
1346,4439,1
1347,4443,0
1348,4446,0
1349,4447,0
1350,4453,0
1351,4460,0
1352,4461,1
1353,4462,0
1354,4467,0
1355,4469,1
1356,4473,0
1357,4474,0
1358,4475,0
1359,4477,0
1360,4481,0
1361,4483,0
1362,4484,0
1363,4485,0
1364,4495,0
1365,4497,0
1366,4500,0
1367,4501,0
1368,4502,1
1369,4505,0
1370,4506,0
1371,4510,0
1372,4512,0
1373,4513,0
1374,4532,0
1375,4535,0
1376,4536,0
1377,4540,1
1378,4545,1
1379,4552,0
1380,4554,1
1381,4555,1
1382,4558,1
1383,4559,1
1384,4560,0
1385,4566,0
1386,4570,0
1387,4572,1
1388,4574,0
1389,4581,1
1390,4583,1
1391,4586,1
1392,4591,1
1393,4594,0
1394,4603,0
1395,4605,0
1396,4612,1
1397,4613,1
1398,4615,0
1399,4618,1
1400,4621,0
1401,4623,0
1402,4626,0
1403,4629,0
1404,4633,1
1405,4636,0
1406,4638,0
1407,4640,0
1408,4643,0
1409,4645,0
1410,4647,1
1411,4648,0
1412,4651,0
1413,4652,0
1414,4653,0
1415,4654,1
1416,4660,0
1417,4662,0
1418,4663,0
1419,4665,0
1420,4668,0
1421,4676,0
1422,4683,1
1423,4685,1
1424,4686,0
1425,4701,0
1426,4718,0
1427,4721,0
1428,4727,1
1429,4728,1
1430,4733,1
1431,4741,0
1432,4743,1
1433,4746,0
1434,4751,1
1435,4756,1
1436,4761,1
1437,4763,1
1438,4764,1
1439,4767,1
1440,4772,1
1441,4776,1
1442,4780,1
1443,4781,1
1444,4792,1
1445,4796,1
1446,4801,1
1447,4804,1
1448,4805,1
1449,4806,1
1450,4811,0
1451,4815,0
1452,4816,1
1453,4817,1
1454,4818,0
1455,4822,1
1456,4824,1
1457,4827,1
1458,4837,1
1459,4838,1
1460,4839,1
1461,4841,1
1462,4851,1
1463,4855,1
1464,4861,1
1465,4862,0
1466,4863,0
1467,4865,0
1468,4871,0
1469,4873,0
1470,4880,0
1471,4885,0
1472,4886,1
1473,4902,0
1474,4904,0
1475,4907,0
1476,4916,0
1477,4921,1
1478,4925,0
1479,4927,0
1480,4928,1
1481,4930,1
1482,4932,1
1483,4933,1
1484,4937,1
1485,4939,1
1486,4941,1
1487,4942,0
1488,4947,0
1489,4949,0
1490,4950,0
1491,4956,0
1492,4960,0
1493,4963,1
1494,4965,1
1495,4976,0
1496,4977,0
1497,4987,0
1498,4991,1
1499,4994,0
1500,4999,0
1501,5003,1
1502,5006,0
1503,5009,0
1504,5011,1
1505,5012,1
1506,5014,0
1507,5020,0
1508,5021,0
1509,5023,1
1510,5026,0
1511,5030,0
1512,5031,1
1513,5036,1
1514,5042,1
1515,5045,1
1516,5048,1
1517,5051,0
1518,5053,0
1519,5054,0
1520,5057,0
1521,5058,0
1522,5066,1
1523,5070,1
1524,5077,1
1525,5081,1
1526,5084,0
1527,5086,1
1528,5090,1
1529,5091,1
1530,5093,0
1531,5100,1
1532,5108,1
1533,5111,1
1534,5112,1
1535,5118,0
1536,5121,1
1537,5123,1
1538,5129,1
1539,5133,0
1540,5143,0
1541,5147,0
1542,5151,1
1543,5156,1
1544,5158,1
1545,5161,0
1546,5163,1
1547,5167,1
1548,5173,1
1549,5205,0
1550,5214,0
1551,5215,0
1552,5216,0
1553,5217,1
1554,5225,0
1555,5237,0
1556,5239,0
1557,5240,0
1558,5241,0
1559,5246,0
1560,5250,1
1561,5253,0
1562,5258,0
1563,5261,1
1564,5268,0
1565,5275,0
1566,5277,0
1567,5279,0
1568,5288,0
1569,5289,0
1570,5294,1
1571,5303,0
1572,5307,0
1573,5311,0
1574,5312,0
1575,5314,1
1576,5318,0
1577,5327,0
1578,5329,0
1579,5333,0
1580,5334,0
1581,5340,0
1582,5348,0
1583,5358,0
1584,5360,0
1585,5361,1
1586,5363,1
1587,5364,1
1588,5369,1
1589,5370,1
1590,5374,1
1591,5376,1
1592,5388,0
1593,5390,0
1594,5393,1
1595,5394,0
1596,5395,1
1597,5398,1
1598,5399,1
1599,5401,0
1600,5402,1
1601,5405,0
1602,5414,0
1603,5415,1
1604,5419,0
1605,5421,0
1606,5422,1
1607,5424,0
1608,5427,0
1609,5429,0
1610,5431,1
1611,5433,0
1612,5434,1
1613,5435,1
1614,5436,0
1615,5438,1
1616,5440,0
1617,5441,1
1618,5447,1
1619,5451,0
1620,5453,1
1621,5456,0
1622,5457,0
1623,5463,1
1624,5464,0
1625,5470,1
1626,5472,0
1627,5474,0
1628,5478,0
1629,5483,0
1630,5490,0
1631,5500,0
1632,5504,0
1633,5508,0
1634,5511,0
1635,5512,0
1636,5513,0
1637,5516,0
1638,5523,0
1639,5527,0
1640,5530,0
1641,5533,0
1642,5536,0
1643,5537,0
1644,5542,0
1645,5543,1
1646,5546,0
1647,5549,0
1648,5550,0
1649,5551,0
1650,5562,1
1651,5566,0
1652,5568,1
1653,5571,1
1654,5572,1
1655,5574,1
1656,5583,0
1657,5585,0
1658,5591,1
1659,5596,0
1660,5597,1
1661,5601,1
1662,5606,1
1663,5607,1
1664,5610,0
1665,5615,0
1666,5616,1
1667,5623,1
1668,5630,1
1669,5636,1
1670,5637,1
1671,5639,0
1672,5640,1
1673,5643,1
1674,5648,0
1675,5649,0
1676,5660,0
1677,5666,0
1678,5667,1
1679,5678,1
1680,5679,1
1681,5681,1
1682,5682,0
1683,5691,0
1684,5696,1
1685,5697,1
1686,5700,0
1687,5701,1
1688,5702,1
1689,5708,1
1690,5709,1
1691,5718,1
1692,5723,1
1693,5725,1
1694,5728,1
1695,5731,1
1696,5735,1
1697,5737,1
1698,5738,0
1699,5742,1
1700,5747,1
1701,5749,1
1702,5750,1
1703,5755,1
1704,5756,1
1705,5761,1
1706,5762,1
1707,5767,1
1708,5768,0
1709,5770,1
1710,5773,1
1711,5774,0
1712,5779,1
1713,5782,1
1714,5785,0
1715,5786,1
1716,5787,1
1717,5788,1
1718,5796,0
1719,5802,1
1720,5806,1
1721,5809,0
1722,5810,0
1723,5811,1
1724,5813,1
1725,5820,0
1726,5823,1
1727,5830,1
1728,5831,0
1729,5838,1
1730,5839,0
1731,5844,1
1732,5846,0
1733,5851,1
1734,5852,1
1735,5857,1
1736,5859,1
1737,5860,1
1738,5862,1
1739,5865,1
1740,5866,1
1741,5871,1
1742,5872,1
1743,5877,1
1744,5878,1
1745,5879,1
1746,5880,0
1747,5895,0
1748,5897,0
1749,5910,0
1750,5914,0
1751,5915,0
1752,5917,0
1753,5924,1
1754,5926,1
1755,5931,0
1756,5936,0
1757,5940,0
1758,5941,0
1759,5945,1
1760,5946,0
1761,5948,1
1762,5951,1
1763,5967,1
1764,5968,0
1765,5969,0
1766,5970,0
1767,5971,1
1768,5973,0
1769,5976,0
1770,5977,0
1771,5984,1
1772,5986,0
1773,5993,0
1774,5994,1
1775,6005,1
1776,6006,1
1777,6008,1
1778,6010,1
1779,6011,0
1780,6014,0
1781,6016,0
1782,6018,0
1783,6021,1
1784,6025,1
1785,6028,1
1786,6029,0
1787,6035,1
1788,6040,1
1789,6042,0
1790,6044,0
1791,6046,1
1792,6052,1
1793,6054,1
1794,6062,1
1795,6063,1
1796,6067,1
1797,6068,1
1798,6077,1
1799,6079,1
1800,6080,1
1801,6081,1
1802,6082,1
1803,6089,0
1804,6095,0
1805,6101,1
1806,6107,0
1807,6114,0
1808,6117,0
1809,6121,0
1810,6122,0
1811,6124,1
1812,6129,0
1813,6131,0
1814,6136,0
1815,6139,1
1816,6142,0
1817,6143,1
1818,6144,1
1819,6149,1
1820,6155,1
1821,6157,1
1822,6158,0
1823,6161,0
1824,6168,1
1825,6172,0
1826,6176,1
1827,6177,0
1828,6179,0
1829,6180,1
1830,6182,0
1831,6186,0
1832,6189,0
1833,6190,0
1834,6194,1
1835,6204,0
1836,6205,0
1837,6209,0
1838,6210,0
1839,6212,1
1840,6214,1
1841,6221,1
1842,6225,1
1843,6228,0
1844,6229,0
1845,6231,0
1846,6235,1
1847,6236,1
1848,6237,1
1849,6238,0
1850,6239,0
1851,6242,0
1852,6249,0
1853,6250,0
1854,6251,0
1855,6252,1
1856,6260,0
1857,6264,1
1858,6266,1
1859,6270,1
1860,6275,0
1861,6279,0
1862,6280,0
1863,6284,0
1864,6285,1
1865,6286,0
1866,6287,1
1867,6288,1
1868,6289,1
1869,6290,1
1870,6291,1
1871,6295,1
1872,6298,1
1873,6307,1
1874,6308,0
1875,6309,1
1876,6313,1
1877,6316,1
1878,6319,0
1879,6321,0
1880,6324,0
1881,6327,0
1882,6333,1
1883,6351,1
1884,6352,1
1885,6353,1
1886,6357,1
1887,6359,1
1888,6360,1
1889,6364,1
1890,6367,1
1891,6368,1
1892,6377,1
1893,6378,1
1894,6379,1
1895,6381,1
1896,6390,1
1897,6401,0
1898,6408,1
1899,6409,1
1900,6411,0
1901,6419,1
1902,6424,1
1903,6426,1
1904,6428,0
1905,6431,1
1906,6432,1
1907,6433,0
1908,6435,1
1909,6437,0
1910,6439,1
